gene	AD	CTL	delta	z_change	perc_AD	perc_CTL	delta_perc	HigherNetwork	gene_clean	delta_abs_percentil	logFC	is_dge	n_dge	hgnc_symbol	label
ENSG00000127511	110	132	-22	-0.3282430917082547	0.7519187917801436	0.7724684327803912	-0.02054964100024758	Control	ENSG00000127511	0.1271354295617727	-0.09786616372440449	FALSE	21	SIN3B	SIN3B
ENSG00000153820	6	10	-4	-0.08462422963371578	0.35528596187175043	0.33473632087150285	0.02054964100024758	Control	ENSG00000153820	0.1271354295617727	-0.39580034779172024	FALSE	21	SPHKAP	SPHKAP
ENSG00000165424	30	46	-16	-0.24703680435007505	0.5963109680614014	0.616860609061649	-0.02054964100024758	Control	ENSG00000165424	0.1271354295617727	0.2095030706414942	FALSE	21	ZCCHC24	ZCCHC24
ENSG00000183579	6	10	-4	-0.08462422963371578	0.35528596187175043	0.33473632087150285	0.02054964100024758	Control	ENSG00000183579	0.1271354295617727	0.04723292265593137	FALSE	21	ZNRF3	ZNRF3
ENSG00000225359	13	24	-11	-0.1793648982182587	0.47660311958405543	0.4969051745481554	-0.02030205496410003	Control	ENSG00000225359	0.12577370636296112	-0.07792477152990207	FALSE	21	NA	ENSG00000225359
ENSG00000137693	124	149	-25	-0.3688462353873445	0.7666501609309235	0.7869522158950235	-0.02030205496409998	Control	ENSG00000137693	0.12527853429066602	0.2169911880698656	FALSE	21	YAP1	YAP1
ENSG00000169255	290	240	50	0.646232356589901	0.8750928447635553	0.8547907897994553	0.02030205496409998	AD	ENSG00000169255	0.12527853429066602	-0.2566759975077826	FALSE	21	B3GALNT1	B3GALNT1
ENSG00000165629	160	133	27	0.33494158838354565	0.7936370388710077	0.7733349839069077	0.02030205496409998	AD	ENSG00000165629	0.12527853429066602	-0.19331282925508475	FALSE	21	ATP5F1C	ATP5F1C
ENSG00000124574	16	28	-12	-0.192899279444622	0.5049517207229512	0.5251299826689775	-0.02017826194602623	Control	ENSG00000124574	0.12453577618222332	0.0624580276644604	FALSE	21	ABCC10	ABCC10
ENSG00000166170	16	28	-12	-0.192899279444622	0.5049517207229512	0.5251299826689775	-0.02017826194602623	Control	ENSG00000166170	0.12453577618222332	-0.06966992611264722	FALSE	21	BAG5	BAG5
ENSG00000105854	10	16	-6	-0.11169299208644234	0.437360732854667	0.41718247090864075	0.02017826194602623	Control	ENSG00000105854	0.12453577618222332	0.06959452089604135	FALSE	21	PON2	PON2
ENSG00000117069	252	275	-23	-0.34177747293461797	0.8550383758356028	0.8750928447635553	-0.02005446892795248	Control	ENSG00000117069	0.12391681109185441	-0.2883544211612161	FALSE	21	ST6GALNAC5	ST6GALNAC5
ENSG00000038382	32	48	-16	-0.24703680435007505	0.6033671700916068	0.6234216390195593	-0.02005446892795248	Control	ENSG00000038382	0.12391681109185441	-0.02005400460918949	FALSE	21	TRIO	TRIO
ENSG00000213760	674	512	162	2.1620830539425873	0.98427828670463	0.9644714038128248	0.01980688289180499	AD	ENSG00000213760	0.12354543203763307	-0.3558389298296678	FALSE	21	ATP6V1G2	ATP6V1G2
ENSG00000158864	12	19	-7	-0.12522737331280562	0.46595692002971034	0.4461500371379054	0.01980688289180493	Control	ENSG00000158864	0.12329784600148552	-0.10406573798956131	FALSE	21	NDUFS2	NDUFS2
ENSG00000108924	516	533	-17	-0.2605711855764383	0.94924486258975	0.9690517454815548	-0.01980688289180487	Control	ENSG00000108924	0.12292646694726417	-0.09146992083515038	FALSE	21	HLF	HLF
