gene	AD	CTL	delta	z_change	perc_AD	perc_CTL	delta_perc	HigherNetwork	gene_clean	delta_abs_percentil	logFC	is_dge	n_dge	hgnc_symbol	label
ENSG00000204789	138	242	-104	-0.8234567372252309	0.6651321056845476	0.7722177742193755	-0.10708566853482793	Control	ENSG00000204789	0.43374699759807844	-0.26170683315407395	FALSE	33	ZNF204P	ZNF204P
ENSG00000129250	7	55	-48	-0.4194595567918738	0.3592874299439552	0.466373098478783	-0.10708566853482782	Control	ENSG00000129250	0.433146517213771	-0.31412619621338145	FALSE	33	KIF1C	KIF1C
ENSG00000198804	11	20	-9	-0.13810437756150015	0.4213370696557246	0.3146517213771017	0.10668534827862292	Control	ENSG00000198804	0.4315452361889512	-0.24429783980017208	FALSE	33	MT-CO1	MT-CO1
ENSG00000203668	2	16	-14	-0.17417555438590704	0.1801441152922338	0.2868294635708567	-0.10668534827862292	Control	ENSG00000203668	0.4315452361889512	-0.2558929866953168	FALSE	33	CHML	CHML
ENSG00000112242	2	16	-14	-0.17417555438590704	0.1801441152922338	0.2868294635708567	-0.10668534827862292	Control	ENSG00000112242	0.4315452361889512	-0.07758825716923923	FALSE	33	E2F3	E2F3
ENSG00000198899	2	16	-14	-0.17417555438590704	0.1801441152922338	0.2868294635708567	-0.10668534827862292	Control	ENSG00000198899	0.4315452361889512	-0.2938464684937614	FALSE	33	MT-ATP6	MT-ATP6
ENSG00000184178	2	16	-14	-0.17417555438590704	0.1801441152922338	0.2868294635708567	-0.10668534827862292	Control	ENSG00000184178	0.4315452361889512	-0.08422766512736679	FALSE	33	SCFD2	SCFD2
ENSG00000176769	2	16	-14	-0.17417555438590704	0.1801441152922338	0.2868294635708567	-0.10668534827862292	Control	ENSG00000176769	0.4315452361889512	-0.16693303359821954	FALSE	33	TCERG1L	TCERG1L
ENSG00000169896	2	16	-14	-0.17417555438590704	0.1801441152922338	0.2868294635708567	-0.10668534827862292	Control	ENSG00000169896	0.4315452361889512	0.2808565086980206	FALSE	33	ITGAM	ITGAM
ENSG00000175426	100	74	26	0.114393860209348	0.6321056845476382	0.5258206565252201	0.10628502802241802	AD	ENSG00000175426	0.4299439551641313	-0.7062162661111664	FALSE	33	PCSK1	PCSK1
ENSG00000170500	658	348	310	2.163236703835659	0.9473578863090472	0.8416733386709367	0.10568454763811053	AD	ENSG00000170500	0.4293434747798239	-0.06595922333596604	FALSE	33	LONRF2	LONRF2
ENSG00000169884	84	68	16	0.04225150656053424	0.6168935148118495	0.511208967173739	0.10568454763811053	AD	ENSG00000169884	0.4293434747798239	-0.333142482792816	FALSE	33	WNT10B	WNT10B
