gene	AD	CTL	delta	z_change	perc_AD	perc_CTL	delta_perc	HigherNetwork
ENSG00000091164	6	41	-35	-0.5041900476509772	0.35528596187175043	0.5958157959891062	-0.24052983411735573	Control
ENSG00000087460	11	64	-53	-0.7478089097255161	0.45233968804159447	0.6673681604357514	-0.21502847239415696	Control
ENSG00000258725	3	1	2	-0.0034179422755361536	0.2442436246595692	0.03986135181975736	0.20438227283981183	AD
ENSG00000134153	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000178502	3	49	-46	-0.6530682411409732	0.2442436246595692	0.6266402574894776	-0.38239663282990843	Control
ENSG00000182173	3	3	0	-0.030486704728262697	0.2442436246595692	0.15139886110423373	0.09284476355533547	Control
ENSG00000271287	1	17	-16	-0.24703680435007505	0.07279029462738301	0.42696211933646944	-0.3541718247090864	Control
ENSG00000070367	1	2	-1	-0.04402108595462597	0.07279029462738301	0.10497647932656598	-0.03218618469918297	Control
ENSG00000135678	3	1	2	-0.0034179422755361536	0.2442436246595692	0.03986135181975736	0.20438227283981183	AD
ENSG00000173272	1	20	-19	-0.28763994802916487	0.07279029462738301	0.4548155484030701	-0.3820252537756871	Control
ENSG00000109927	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000127663	2	4	-2	-0.057555467180989243	0.18209952958653133	0.19076504085169596	-0.008665511265164627	Control
ENSG00000102317	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000100442	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000140688	1	7	-6	-0.11169299208644234	0.07279029462738301	0.2742015350334241	-0.20141124040604108	Control
ENSG00000147099	3	54	-51	-0.7207401472727896	0.2442436246595692	0.6423619707848477	-0.3981183461252785	Control
ENSG00000147684	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000124217	7	21	-14	-0.21996804189734853	0.3815300817033919	0.46521416192126763	-0.08368408021787571	Control
ENSG00000183864	4	28	-24	-0.35531185416098127	0.2896756622926467	0.5251299826689775	-0.2354543203763308	Control
ENSG00000241360	1	22	-21	-0.3147087104818914	0.07279029462738301	0.47623174052983414	-0.4034414459024511	Control
ENSG00000132002	2	3	-1	-0.04402108595462597	0.18209952958653133	0.15139886110423373	0.030700668482297605	Control
ENSG00000125503	3	29	-26	-0.38238061661370776	0.2442436246595692	0.5324337707353305	-0.2881901460757613	Control
ENSG00000138100	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000186047	2	119	-117	-1.6140093082127656	0.18209952958653133	0.7576132706115375	-0.5755137410250062	Control
ENSG00000140157	2	64	-62	-0.8696183407627855	0.18209952958653133	0.6673681604357514	-0.4852686308492201	Control
ENSG00000111783	2	18	-16	-0.24703680435007505	0.18209952958653133	0.4371131468185194	-0.2550136172319881	Control
ENSG00000108829	3	101	-98	-1.3568560649118633	0.2442436246595692	0.7327308739787076	-0.48848724931913845	Control
ENSG00000111229	3	1	2	-0.0034179422755361536	0.2442436246595692	0.03986135181975736	0.20438227283981183	AD
ENSG00000262691	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000204278	1	5	-4	-0.08462422963371578	0.07279029462738301	0.22295122555087893	-0.15016093092349592	Control
ENSG00000147180	16	114	-98	-1.3568560649118633	0.5049517207229512	0.7530329289428076	-0.24808120821985635	Control
ENSG00000136044	3	14	-11	-0.1793648982182587	0.2442436246595692	0.3932904184204011	-0.14904679376083188	Control
ENSG00000100983	3	6	-3	-0.07108984840735251	0.2442436246595692	0.25043327556325823	-0.006189650903689031	Control
ENSG00000197702	1	2	-1	-0.04402108595462597	0.07279029462738301	0.10497647932656598	-0.03218618469918297	Control
ENSG00000197142	1	10	-9	-0.15229613576553216	0.07279029462738301	0.33473632087150285	-0.26194602624411983	Control
ENSG00000092295	2	6	-4	-0.08462422963371578	0.18209952958653133	0.25043327556325823	-0.0683337459767269	Control
ENSG00000287611	1	4	-3	-0.07108984840735251	0.07279029462738301	0.19076504085169596	-0.11797474622431295	Control
ENSG00000135446	2	2	0	-0.030486704728262697	0.18209952958653133	0.10497647932656598	0.07712305025996535	Control
ENSG00000235703	4	12	-8	-0.1387617545391689	0.2896756622926467	0.36568457538994803	-0.07600891309730134	Control
ENSG00000253496	1	8	-7	-0.12522737331280562	0.07279029462738301	0.2948749690517455	-0.22208467442436247	Control
ENSG00000131196	3	4	-1	-0.04402108595462597	0.2442436246595692	0.19076504085169596	0.05347858380787324	Control
ENSG00000101974	3	5	-2	-0.057555467180989243	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control
ENSG00000241839	1	10	-9	-0.15229613576553216	0.07279029462738301	0.33473632087150285	-0.26194602624411983	Control
ENSG00000100612	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000140718	1	9	-8	-0.1387617545391689	0.07279029462738301	0.3161673681604357	-0.2433770735330527	Control
ENSG00000226555	1	3	-2	-0.057555467180989243	0.07279029462738301	0.15139886110423373	-0.07860856647685072	Control
ENSG00000264462	1	10	-9	-0.15229613576553216	0.07279029462738301	0.33473632087150285	-0.26194602624411983	Control
ENSG00000105677	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000160256	2	17	-15	-0.23350242312371178	0.18209952958653133	0.42696211933646944	-0.2448625897499381	Control
ENSG00000166862	1	3	-2	-0.057555467180989243	0.07279029462738301	0.15139886110423373	-0.07860856647685072	Control
ENSG00000169057	2	46	-44	-0.6259994786882467	0.18209952958653133	0.616860609061649	-0.43476107947511766	Control
ENSG00000110395	1	4	-3	-0.07108984840735251	0.07279029462738301	0.19076504085169596	-0.11797474622431295	Control
ENSG00000174028	5	128	-123	-1.6952155955709451	0.3247090864075266	0.7692498143104729	-0.4445407279029463	Control
ENSG00000065320	1	3	-2	-0.057555467180989243	0.07279029462738301	0.15139886110423373	-0.07860856647685072	Control
ENSG00000169031	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000100243	2	2	0	-0.030486704728262697	0.18209952958653133	0.10497647932656598	0.07712305025996535	Control
ENSG00000172006	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000063177	2	6	-4	-0.08462422963371578	0.18209952958653133	0.25043327556325823	-0.0683337459767269	Control
ENSG00000232593	1	21	-20	-0.3011743292555282	0.07279029462738301	0.46521416192126763	-0.3924238672938846	Control
ENSG00000005961	2	11	-9	-0.15229613576553216	0.18209952958653133	0.35070562020302054	-0.1686060906164892	Control
ENSG00000165506	1	9	-8	-0.1387617545391689	0.07279029462738301	0.3161673681604357	-0.2433770735330527	Control
ENSG00000077616	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000174939	1	4	-3	-0.07108984840735251	0.07279029462738301	0.19076504085169596	-0.11797474622431295	Control
ENSG00000127920	2	6	-4	-0.08462422963371578	0.18209952958653133	0.25043327556325823	-0.0683337459767269	Control
