gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000213199	-0.12321207072611706	9.460101710077604	-1.8715397306364936	0.06322375260618358	0.16114708601801842	-4.547046436340356
ENSG00000103043	-0.06428632153859226	10.449329094721223	-1.871371386522836	0.06324606442108982	0.16117361435698255	-4.5473388097425564
ENSG00000149503	0.12431429614879796	9.221999492705313	1.8713637478787137	0.06324829431731459	0.16117361435698255	-4.547357589431783
ENSG00000127863	0.11552553823550049	6.675878264641083	1.870737175250417	0.06333457285810903	0.16137544443915683	-4.548459936018826
ENSG00000125962	-0.18062835714382608	8.517712187693418	-1.8704465251213098	0.06337633456649559	0.16146381394750503	-4.5489788693072235
ENSG00000260792	-0.2842919797838701	3.0523149511485	-1.8701124743490058	0.06342234378714215	0.1615629838884565	-4.549566099122813
ENSG00000233228	0.5197368736533601	1.2292408867273177	1.8699355509318056	0.06344775808899662	0.16160967374757046	-4.549881737221787
ENSG00000076864	-0.1428658439096271	12.63765896200519	-1.8696628335237115	0.06348590577427102	0.16168878313721932	-4.550363520183154
ENSG00000138231	0.0766756521381371	8.329053987454264	1.8692858082886374	0.06353750989758623	0.16180214250047445	-4.551024226360726
ENSG00000124251	-0.22873460779285182	8.365701315143358	-1.8690844339138657	0.06356687560500074	0.16185885139257028	-4.5513851002415855
ENSG00000286810	-0.39092679083159165	3.923171592675321	-1.8689210633791828	0.0635897613537967	0.1618966815378307	-4.551673593762216
ENSG00000102468	-0.3883222735081979	9.692136060051299	-1.8688770384826745	0.06359592975391	0.1618966815378307	-4.551751332542789
ENSG00000203987	0.350969285356145	4.716317370537201	1.8687872446198253	0.06360851246629189	0.16191064105119632	-4.5519098843600965
ENSG00000143850	0.09351875912828866	12.419576832388081	1.8680998243920028	0.06370401649604361	0.16213288907869228	-4.553119453281588
ENSG00000182107	0.4684732581274682	5.541947362244923	1.8680632348562745	0.06371004305359057	0.16213288907869228	-4.553188025779423
ENSG00000286970	-0.333574904155185	6.7866519061223505	-1.8679708304439462	0.06372301099305014	0.16214779780413863	-4.553351119335439
ENSG00000258590	0.22570705626166898	4.368342176446881	1.867712380572531	0.06375869909438829	0.16222050984445713	-4.553804588840848
ENSG00000118181	-0.08769895889603596	13.187682395818426	-1.8675239160561188	0.0637845949480353	0.1622682941416443	-4.554134608337597
ENSG00000097007	0.13422292469618569	11.72199792031004	1.8674571400966813	0.06379514192042811	0.16227702451251438	-4.554257641394143
ENSG00000185988	0.1670547960987303	8.400320223982042	1.8673870009569145	0.06380499594066594	0.1622839904559795	-4.5543813992396265
ENSG00000250378	0.4291196489943072	4.162052451673578	1.8672958596519373	0.06381780250375374	0.16229685002630603	-4.554542207991712
ENSG00000287783	-0.13065705242785164	6.460341868996359	-1.8672414350247788	0.06382428411829433	0.16229685002630603	-4.5546330304188185
